disease_id,disease_name,disease_link,disease_img,symptoms,symptom_ids,related_diseases,related_disease_ids,department,synonyms
31147,백내장(Cataract),https://www.amc.seoul.kr/asan/healthinfo/disease/diseaseDetail.do?contentId=31147,https://www.amc.seoul.kr/asan/file/imageView.do?fileId=F000000003955,"시력 감소, 안구혼탁, 눈부심, 복시","SS000204,SS000217,SS000182,SS000195","녹내장, 포도막염, 당뇨망막병증, 당뇨병","31152,31143,31182,31596",안과,
32235,복시(Diplopia),https://www.amc.seoul.kr/asan/healthinfo/disease/diseaseDetail.do?contentId=32235,https://www.amc.seoul.kr/asan/file/imageView.do?fileId=F000000003641,사물이 두개로 보임,SS000198,"백내장, 뇌졸중, 익상편, 수정체 탈구, 원추각막, 난시, 중증 근무력증, 당뇨병, 사시","31147,30518,32243,32240,32239,32229,32007,31596,31310","안과, 
																소아안과",
31307,비루관 폐쇄(Nasolacrimal duct obstruction),https://www.amc.seoul.kr/asan/healthinfo/disease/diseaseDetail.do?contentId=31307,https://www.amc.seoul.kr/asan/file/imageView.do?fileId=F000000004237,"눈물흘림, 환부의 분비물, 압통, 눈꼽","SS000181,SS000155,SS000439,SS000180","만성 부비동염, 부비동염, 결막염","31964,31530,32223",안과,"눈물길폐쇄,누관 폐쇄,눈물샘 막힘"
32236,비문증(Floaters),https://www.amc.seoul.kr/asan/healthinfo/disease/diseaseDetail.do?contentId=32236,https://www.amc.seoul.kr/asan/file/imageView.do?fileId=F000000003995,"시야장애, 눈 감을 때 번쩍거림, 부유물이 보임","SS000206,SS000173,SS000196","백내장, 유리체 출혈, 당뇨망막병증, 망막 전막, 망막 정맥 폐쇄, 포도막염, 망막 박리, 맥락막 흑색종","31147,31283,31182,31169,31162,31143,31157,32234","안과, 
																소아안과","날파리증,유리체부유물"
31310,사시(Strabismus),https://www.amc.seoul.kr/asan/healthinfo/disease/diseaseDetail.do?contentId=31310,https://www.amc.seoul.kr/asan/file/imageView.do?fileId=F000000004107,"눈운동신경마비, 눈의 피로, 눈부심, 사시, 구토, 증상의 일중변동, 시력 감소, 복시, 두통","SS000184,SS000188,SS000182,SS000200,SS000386,SS000227,SS000204,SS000195,SS000284","망막아세포종, 중증 근무력증, 양성 뇌종양, 약시, 선천성 눈 기형","31139,32007,30499,31312,31302","안과, 
																소아안과",소아사시
32149,색약(color amblyopia),https://www.amc.seoul.kr/asan/healthinfo/disease/diseaseDetail.do?contentId=32149,https://www.amc.seoul.kr/asan/file/imageView.do?fileId=F000000004747,"색맹, 색깔이 퇴색해보임","SS000202,SS000201","시신경염, 황반변성, 녹내장","31298,31165,31152",안과,"색각 이상,색맹"
31302,선천성 눈 기형(Congenital malformations of eye),https://www.amc.seoul.kr/asan/healthinfo/disease/diseaseDetail.do?contentId=31302,https://www.amc.seoul.kr/asan/file/imageView.do?fileId=F000000004129,"시력 감소, 시야장애","SS000204,SS000206","사시, 눈꺼풀 장애, 녹내장, 백내장, 망막 정맥 폐쇄, 레버씨 시신경 위축증, 다운 증후군","31310,31304,31152,31147,31162,32378,32352","안과, 
																의학유전학센터, 
																의학유전학과, 
																소아안과",선천적 눈 기형
32245,설맹(Snow blindness),https://www.amc.seoul.kr/asan/healthinfo/disease/diseaseDetail.do?contentId=32245,https://www.amc.seoul.kr/asan/file/imageView.do?fileId=F000000004677,"시력 감소, 안구혼탁, 야맹, 눈의 통증","SS000204,SS000217,SS000220,SS000187",각막 혼탁과 흉터,31294,안과,
32240,수정체 탈구(Lens luxation),https://www.amc.seoul.kr/asan/healthinfo/disease/diseaseDetail.do?contentId=32240,https://www.amc.seoul.kr/asan/file/imageView.do?fileId=F000000004718,"홍채가 흔들거림, 시야장애, 앞이 뿌옇게 보임","SS000230,SS000206,SS000219","엘러스-단로스 증후군, 마르판 증후군, 안와 골절","32355,32384,32147",안과,수정체탈구증
31533,스티븐 존슨 증후군(Stevens Johnson syndrome),https://www.amc.seoul.kr/asan/healthinfo/disease/diseaseDetail.do?contentId=31533,https://www.amc.seoul.kr/asan/file/imageView.do?fileId=F000000004223,"물집, 물집성 표피 박리, 체모감소, 배뇨곤란, 호흡곤란, 압통, 안구건조, 결막염, 피부 및 점막의 염증, 반점, 코플릭 반점","SS000801,SS000802,SS000835,SS000009,SS000908,SS000439,SS000212,SS000167,SS000845,SS000806,SS000585","탈락 피부염, 안구 건조증, 폐렴, 호중구감소증, 이식편대숙주질환","31536,31289,31631,31086,32448","안과, 
																알레르기내과","스티븐존슨병,피부점막안증후군"
31298,시신경염(Optic neuritis),https://www.amc.seoul.kr/asan/healthinfo/disease/diseaseDetail.do?contentId=31298,https://www.amc.seoul.kr/asan/file/imageView.do?fileId=F000000004186,"시야장애, 눈의 통증, 색깔이 퇴색해보임","SS000206,SS000187,SS000201","결핵, 매독, 상기도 감염, 이하선염, 홍역, 다발성 경화증","32191,31734,31816,32445,31607,32005","신경과, 
																안과, 
																소아신경과",시신경염증
33648,안검내반(Entropion),https://www.amc.seoul.kr/asan/healthinfo/disease/diseaseDetail.do?contentId=33648,https://www.amc.seoul.kr/asan/file/imageView.do?fileId=F000000003908,"눈물흘림, 눈비빔, 눈부심","SS000181,SS000183,SS000182","각막 궤양, 결막염, 각막염","32224,32223,31292",안과,"눈꺼풀 속말림,부안검,안검내번"
32562,안검염(Blepharitis),https://www.amc.seoul.kr/asan/healthinfo/disease/diseaseDetail.do?contentId=32562,https://www.amc.seoul.kr/asan/file/imageView.do?fileId=F000000003756,"눈 주변 부종, 안검내반, 눈의 자극감, 눈의 충혈, 고름, 궤양, 이물감, 소양감","SS000175,SS000209,SS000185,SS000186,SS000787,SS000789,SS000367,SS000820","결막염, 안구 건조증, 안검하수, 맥립종","32223,31289,32227,32228",안과,눈꺼풀염증
32227,안검하수(Ptosis of eyelid),https://www.amc.seoul.kr/asan/healthinfo/disease/diseaseDetail.do?contentId=32227,https://www.amc.seoul.kr/asan/file/imageView.do?fileId=F000000003630,"이마의 주름, 눈꺼풀 처짐증, 약시","SS000322,SS000178,SS000221","중증 근무력증, 근육병, 눈꺼풀 장애","32007,31853,31304","성형외과, 
																안과, 
																소아안과",눈꺼풀 처짐증
31289,안구 건조증(Dry eye syndrome),https://www.amc.seoul.kr/asan/healthinfo/disease/diseaseDetail.do?contentId=31289,https://www.amc.seoul.kr/asan/file/imageView.do?fileId=F000000004297,"눈부심, 소양감, 작열감, 눈의 자극감, 눈의 피로, 시야장애","SS000182,SS000820,SS000590,SS000185,SS000188,SS000206","전신 홍반성 낭창, 쇼그렌 증후군, 류마티스 관절염, 갑상선기능저하증, 당뇨망막병증, 눈꺼풀 장애, 비루관 폐쇄, 알레르기성 결막염, 당뇨병, 결막염, 출혈성 결막염","30802,30815,30822,30863,31182,31304,31307,31529,31596,32223,32226",안과,"건성안증후군,눈건조,눈건조증,눈마름증후군,안구건조"
32136,안암(eye cancer),https://www.amc.seoul.kr/asan/healthinfo/disease/diseaseDetail.do?contentId=32136,https://www.amc.seoul.kr/asan/file/imageView.do?fileId=F000000004612,"눈의 충혈, 종양부위 부종","SS000186,SS000708","맥락막 흑색종, 기저세포 암종, 악성 흑색종, 망막아세포종","32234,32466,32475,31139","종양내과, 
																방사선종양학과, 
																안과, 
																암병원","눈암,안구암,눈의 악성 종양"
32147,안와 골절(orbital fracture),https://www.amc.seoul.kr/asan/healthinfo/disease/diseaseDetail.do?contentId=32147,https://www.amc.seoul.kr/asan/file/imageView.do?fileId=F000000004603,"감각 이상, 안구 이상, 눈 주변 부종, 비출혈, 시력 감소, 얼굴부종, 복시","SS000593,SS000211,SS000175,SS000741,SS000204,SS000310,SS000195",안면 골절,31563,"성형외과, 
																안과",
31529,알레르기성 결막염(Allergic conjunctivitis),https://www.amc.seoul.kr/asan/healthinfo/disease/diseaseDetail.do?contentId=31529,https://www.amc.seoul.kr/asan/file/imageView.do?fileId=F000000004048,"눈의 충혈, 소양감, 환부의 분비물, 눈 주변 부종","SS000186,SS000820,SS000155,SS000175","피부염, 천식, 아토피성 피부염, 결막염, 알레르기 비염","32472,31811,31519,32223,31516","안과, 
																알레르기내과","고초열성 결막염,아토피성 각결막염,알레르기성 결막염,접촉성 안검염,접촉성 안검염에 의한 결막염,춘계 각결막염,플릭텐성 각결막염,알러지성 결막염"
32241,야맹증(Night blindness),https://www.amc.seoul.kr/asan/healthinfo/disease/diseaseDetail.do?contentId=32241,https://www.amc.seoul.kr/asan/file/imageView.do?fileId=F000000003755,야맹,SS000220,"망막색소변성증, 간디스토마, 설맹","32244,32104,32245",안과,
31312,약시(Amblyopia),https://www.amc.seoul.kr/asan/healthinfo/disease/diseaseDetail.do?contentId=31312,https://www.amc.seoul.kr/asan/file/imageView.do?fileId=F000000004168,시력 감소,SS000204,"백내장, 안검하수, 난시, 선천성 눈 기형, 근시, 망막아세포종, 사시","31147,32227,32229,31302,32230,31139,31310","안과, 
																소아안과",약시안
32239,원추각막(Keratoconus),https://www.amc.seoul.kr/asan/healthinfo/disease/diseaseDetail.do?contentId=32239,https://www.amc.seoul.kr/asan/file/imageView.do?fileId=F000000004253,"눈부심, 시력 감소, 대비감 감소, 눈의 자극감","SS000182,SS000204,SS000191,SS000185","갑상선기능항진증, 갑상선중독증, 복시","32287,31595,32235",안과,원뿔각막
31283,유리체 출혈(Vitreous hemorrhage),https://www.amc.seoul.kr/asan/healthinfo/disease/diseaseDetail.do?contentId=31283,https://www.amc.seoul.kr/asan/file/imageView.do?fileId=F000000004245,"비문증, 시력 감소","SS000197,SS000204","망막 정맥 폐쇄, 당뇨병, 당뇨망막병증, 고혈압","31162,31596,31182,31322",안과,초자체 출혈
32243,익상편(Pterygium),https://www.amc.seoul.kr/asan/healthinfo/disease/diseaseDetail.do?contentId=32243,https://www.amc.seoul.kr/asan/file/imageView.do?fileId=F000000004669,"각막 위로 결막 침범, 무증상, 눈의 충혈, 시력 감소","SS000165,SS000077,SS000186,SS000204",난시,32229,안과,군날개
33608,중심장액성 맥락망막병증(Central Serous ChorioRetinopathy),https://www.amc.seoul.kr/asan/healthinfo/disease/diseaseDetail.do?contentId=33608,https://www.amc.seoul.kr/asan/file/imageView.do?fileId=F000000003891,"암점, 시야장애","SS000218,SS000206","망막 전막, 망막 출혈, 당뇨망막병증, 망막 열공, 망막 박리, 망막 정맥 폐쇄, 황반변성, 황반천공","31169,32232,31182,32134,31157,31162,31165,31166",안과,중심장액성 맥락망막염
32237,진균성 각막 궤양(Fungal corneal ulcers),https://www.amc.seoul.kr/asan/healthinfo/disease/diseaseDetail.do?contentId=32237,https://www.amc.seoul.kr/asan/file/imageView.do?fileId=F000000003599,"시력 감소, 눈의 피로, 눈의 자극감, 눈의 통증","SS000204,SS000188,SS000185,SS000187","무좀, 곰팡이 감염, 각막염, 각막 혼탁과 흉터, 각막 궤양, 조갑백선","31677,31546,31292,31294,32224,31678",안과,"corneal fungal infection,각막진균증,진균성 각막궤양"
32226,출혈성 결막염(Hemorrhagic conjunctivitis),https://www.amc.seoul.kr/asan/healthinfo/disease/diseaseDetail.do?contentId=32226,https://www.amc.seoul.kr/asan/file/imageView.do?fileId=F000000004668,"눈의 충혈, 눈부심, 눈꼽, 눈의 피로, 눈의 통증, 눈의 자극감","SS000186,SS000182,SS000180,SS000188,SS000187,SS000185","결막염, 각막 궤양, 안구 건조증, 알레르기성 결막염, 각막 혼탁과 흉터","32223,32224,31289,31529,31294","안과, 
																소아안과","급성 아폴로눈병,급성출혈성결막염,아폴로눈병,유행성출혈성결막염"
31143,포도막염(Uveitis),https://www.amc.seoul.kr/asan/healthinfo/disease/diseaseDetail.do?contentId=31143,https://www.amc.seoul.kr/asan/file/imageView.do?fileId=F000000004206,"광과민성, 앞이 뿌옇게 보임, 눈부심, 눈의 충혈, 비문증, 눈의 통증, 시력 감소","SS000168,SS000219,SS000182,SS000186,SS000197,SS000187,SS000204","결핵, 홍채염, 매독, 망막 정맥 폐쇄, 망막 박리, 녹내장, 류마티스 관절염, 베체트 병","32191,32238,31734,31162,31157,31152,30822,30848",안과,
32238,홍채염(Iritis),https://www.amc.seoul.kr/asan/healthinfo/disease/diseaseDetail.do?contentId=32238,https://www.amc.seoul.kr/asan/file/imageView.do?fileId=F000000003635,"눈부심, 눈물흘림, 눈의 통증, 눈의 충혈","SS000182,SS000181,SS000187,SS000186","각막 혼탁과 흉터, 각막염, 당뇨망막병증, 당뇨병, 진균성 각막 궤양, 각막 궤양","31294,31292,31182,31596,32237,32224","안과, 
																소아안과","홍채모양체염,홍채염증"
33517,화농성 안구내염(Purulent Endophthalmitis),https://www.amc.seoul.kr/asan/healthinfo/disease/diseaseDetail.do?contentId=33517,https://www.amc.seoul.kr/asan/file/imageView.do?fileId=F000000003845,"눈 주변 부종, 눈의 통증","SS000175,SS000187","결막염, 각막 부종, 출혈성 결막염, 포도막염, 각막염, 홍채염, 안구 건조증, 유리체 출혈","32223,33552,32226,31143,31292,32238,31289,31283",안과,"농성 내안구염,화농성 눈속 염증,화농성 눈염증,화농성 안구염"
31165,황반변성(Macular degeneration),https://www.amc.seoul.kr/asan/healthinfo/disease/diseaseDetail.do?contentId=31165,https://www.amc.seoul.kr/asan/file/imageView.do?fileId=F000000004094,"글자가 휘어져보임, 시력 감소, 시야장애","SS000171,SS000204,SS000206","중심장액성 맥락망막병증, 노화, 유리체 출혈, 고콜레스테롤혈증, 망막 출혈, 녹내장","33608,31314,31283,32081,32232,31152",안과,"노년 황반변성,황반 및 후극부의 변성 퍼가기"
31166,황반천공(Macular hole),https://www.amc.seoul.kr/asan/healthinfo/disease/diseaseDetail.do?contentId=31166,https://www.amc.seoul.kr/asan/file/imageView.do?fileId=F000000004171,"실명, 시력 감소","SS000207,SS000204",망막 전막,31169,안과,황반원공
31897,각기병(Beriberi),https://www.amc.seoul.kr/asan/healthinfo/disease/diseaseDetail.do?contentId=31897,https://www.amc.seoul.kr/asan/file/imageView.do?fileId=F000000003624,"체중감소, 권태감, 식욕부진, 근력 약화, 무감각","SS000712,SS000735,SS000103,SS000612,SS000766","알코올 의존성, 구루병","31577,31804",신경과,"각기병증,비타민 B1결핍증,비타민B1부족증,티아민결핍증"
32132,강박 장애(Obsessive-Compulsive Disorder),https://www.amc.seoul.kr/asan/healthinfo/disease/diseaseDetail.do?contentId=32132,https://www.amc.seoul.kr/asan/file/imageView.do?fileId=F000000004073,"의심, 불안, 반복적인 동작","SS000119,SS000081,SS000646","자폐증 / 자폐 스펙트럼 장애, 틱 장애, 불안 장애, 우울증","31896,31925,31582,31581",정신건강의학과,"강박신경증,강박증,강박성 장애"
33570,거스트만 증후군(Gerstmann Syndrome),https://www.amc.seoul.kr/asan/healthinfo/disease/diseaseDetail.do?contentId=33570,https://www.amc.seoul.kr/asan/file/imageView.do?fileId=F000000003950,"학습장애, 인지장애, 지남력 장애","SS000335,SS000324,SS000326","뇌졸중, 양성 뇌종양, 뇌종양, 뇌농양","30518,30499,30490,33710","신경과, 
																신경외과, 
																재활의학과","게르스트만 증후군,저스트만 증후군"
32088,건강염려증(Hypochondriasis),https://www.amc.seoul.kr/asan/healthinfo/disease/diseaseDetail.do?contentId=32088,https://www.amc.seoul.kr/asan/file/imageView.do?fileId=F000000004436,"비현실감, 병원 쇼핑, 질병에 대한 공포","SS000085,SS000161,SS000162",신체형 장애,31585,정신건강의학과,"건강염려증상,심기증,질병 불안장애"
31719,결핵성 골수염(Tuberculous osteomyelitis),https://www.amc.seoul.kr/asan/healthinfo/disease/diseaseDetail.do?contentId=31719,https://www.amc.seoul.kr/asan/file/imageView.do?fileId=F000000003884,"관절통, 열, 근육경련, 식욕부진, 뼈의 변형, 체중감소","SS000779,SS000684,SS000736,SS000103,SS000739,SS000712","골수염, 결핵성 수막염, 폐결핵, 속립성 결핵, 결핵성 임파선염, 결핵성 복막염, 위장관 결핵, 척추 골수염, 결핵","31718,31672,31847,31744,31741,31727,31726,31714,32191",감염내과,
31672,결핵성 수막염(Tuberculous meningitis),https://www.amc.seoul.kr/asan/healthinfo/disease/diseaseDetail.do?contentId=31672,https://www.amc.seoul.kr/asan/file/imageView.do?fileId=F000000004390,"졸림, 시야장애, 혼수, 열, 눈운동신경마비, 두통","SS000325,SS000206,SS000337,SS000684,SS000184,SS000284",후천성 면역결핍증,31627,"감염내과, 
																신경과",결핵성 뇌수막염
32723,경계성 인격장애(Borderline personality disorder),https://www.amc.seoul.kr/asan/healthinfo/disease/diseaseDetail.do?contentId=32723,https://www.amc.seoul.kr/asan/file/imageView.do?fileId=F000000004064,"약물남용, 대인관계 어려움, 조절할 수 없는 충동감, 우울, 자살의 위험, 의심, 망상","SS000108,SS000068,SS000139,SS000114,SS000129,SS000119,SS000072","우울증, 분노 조절 장애, 양극성 장애, 편집성 인격장애, 해리 장애, 망상 장애, 반사회성 인격장애, 병적 도벽, 병적 방화, 행동 및 충동 장애, 불안 장애","31581,32722,31580,31915,31899,31898,31894,32508,31878,31873,31582",정신건강의학과,"경계선 인격장애,경계역 인격장애"
32003,경미한 인지장애(Mild cognitive impairment),https://www.amc.seoul.kr/asan/healthinfo/disease/diseaseDetail.do?contentId=32003,https://www.amc.seoul.kr/asan/file/imageView.do?fileId=F000000004159,"판단력장애, 기억장애, 우울, 무관심, 언어장애","SS000148,SS000269,SS000114,SS000073,SS000306","치매, 우울증, 혈관성 치매, 간성 뇌증","31575,31581,32001,32092",신경과,"MCI,경도 인지장애,경도인지기능장애,경미 인지장애,경미한인지기능장애"
31869,경추 추간판 탈출증(Cervical HIVD),https://www.amc.seoul.kr/asan/healthinfo/disease/diseaseDetail.do?contentId=31869,https://www.amc.seoul.kr/asan/file/imageView.do?fileId=F000000004437,"손의 통증, 감각 이상, 마비, 저림, 어깨의 통증, 목의 통증","SS000504,SS000593,SS000637,SS000775,SS000757,SS000350","외상에 의한 척추 손상, 요추관 협착증, 요추 전방전위증, 퇴행성 척추 장애","30569,31571,31572,30537","신경외과, 
																정형외과","경추수핵탈출증,목디스크,추간판 헤르니아,추간판장애,추간판탈출증"
31583,공황 장애(Panic disorder),https://www.amc.seoul.kr/asan/healthinfo/disease/diseaseDetail.do?contentId=31583,https://www.amc.seoul.kr/asan/file/imageView.do?fileId=F000000003945,"숨막히는 느낌, 오한, 온몸이 떨림, 오심, 손떨림, 가슴 답답, 가슴 통증, 얼굴이 화끈거림, 죽음에 대한 공포, 어지러움, 발한, 감각 이상, 가슴 두근거림","SS000881,SS000687,SS000689,SS000416,SS000500,SS000860,SS000862,SS000315,SS000141,SS000737,SS000650,SS000593,SS000861","부정맥, 불안 장애, 심계항진, 갑상선기능항진증","30298,31582,32165,32287",정신건강의학과,"공황발작,우발적 발작성불안,임소공포"
31694,과호흡 증후군(Hyperventilation syndrome),https://www.amc.seoul.kr/asan/healthinfo/disease/diseaseDetail.do?contentId=31694,https://www.amc.seoul.kr/asan/file/imageView.do?fileId=F000000004412,"복부팽만감, 인지장애, 의식 변화, 부정맥, 호흡곤란, 복부 통증, 가슴 두근거림, 흉부압박감, 불안","SS000402,SS000324,SS000319,SS000872,SS000908,SS000398,SS000861,SS000912,SS000081","불안 장애, 패혈증, 호흡성 알칼리증, 저체온증, 대사성 산증, 천식","31582,32319,32312,32309,32318,31811","호흡기내과, 
																응급의학과, 
																정신건강의학과","과다호흡,과다호흡증,과다호흡증후군,과호흡,과호흡증,과환기증후군"
31609,광견병(Rabies),https://www.amc.seoul.kr/asan/healthinfo/disease/diseaseDetail.do?contentId=31609,https://www.amc.seoul.kr/asan/file/imageView.do?fileId=F000000003927,"뇌염증상, 근육강직, 뇌전증 발작, 두통, 호흡곤란, 열, 구토, 혼수","SS000281,SS000614,SS000591,SS000284,SS000908,SS000684,SS000386,SS000337",길랑-바레 증후군,31904,감염내과,"공수병,광견병 바이러스"
31632,광우병(Bovine spongiform encephalopathy),https://www.amc.seoul.kr/asan/healthinfo/disease/diseaseDetail.do?contentId=31632,https://www.amc.seoul.kr/asan/file/imageView.do?fileId=F000000004400,"치매, 정신 지체, 이상행동, 기억장애","SS000328,SS000135,SS000121,SS000269","크로이츠펠트-야콥병, 치매","31655,31575","감염내과, 
																신경과, 
																신경외과",
31893,광장공포증(Agoraphobia),https://www.amc.seoul.kr/asan/healthinfo/disease/diseaseDetail.do?contentId=31893,https://www.amc.seoul.kr/asan/file/imageView.do?fileId=F000000003634,"불안, 대인관계 어려움","SS000081,SS000068","불안 장애, 공황 장애","31582,31583",정신건강의학과,광장공포
33625,교모세포종(Glioblastoma),https://www.amc.seoul.kr/asan/healthinfo/disease/diseaseDetail.do?contentId=33625,https://www.amc.seoul.kr/asan/file/imageView.do?fileId=F000000003894,"뇌전증 발작, 구토, 두통, 오심","SS000591,SS000386,SS000284,SS000416","원발성 중추신경계 림프종, 뇌신경 인플레, 신경모세포종, 양성 뇌종양, 뇌종양, 수두증","32451,32620,31037,30499,30490,30526","종양내과, 
																방사선종양학과, 
																소아청소년종양혈액과, 
																신경외과, 
																소아신경외과",
31870,군발성 두통 증후군(Cluster headache syndrome),https://www.amc.seoul.kr/asan/healthinfo/disease/diseaseDetail.do?contentId=31870,https://www.amc.seoul.kr/asan/file/imageView.do?fileId=F000000004498,"눈물흘림, 콧물, 코막힘, 눈의 통증","SS000181,SS000748,SS000744,SS000187","편두통, 근육 긴장성 두통","31876,31881",신경과,"군발두통,군발두통증후군,송이 두통,송이두통증후군"
32523,근위축성 측색 경화증(Amyotrophic lateral sclerosis),https://www.amc.seoul.kr/asan/healthinfo/disease/diseaseDetail.do?contentId=32523,https://www.amc.seoul.kr/asan/file/imageView.do?fileId=F000000003722,"손, 발 감각 저하, 피부 긴장도 저하, 언어장애, 삼키기 곤란, 근력 약화","SS000513,SS000844,SS000306,SS000352,SS000612","운동신경 질환, 다발성 경화증","32008,32005",신경과,"Lou Gehrig disease,근위축성 측삭경화증,루게릭,루게릭병"
31881,근육 긴장성 두통(Tension-type headache),https://www.amc.seoul.kr/asan/healthinfo/disease/diseaseDetail.do?contentId=31881,https://www.amc.seoul.kr/asan/file/imageView.do?fileId=F000000004004,"두통, 압통","SS000284,SS000439","군발성 두통 증후군, 편두통","31870,31876",신경과,긴장성두통
31990,근육긴장이상증(Dystonia),https://www.amc.seoul.kr/asan/healthinfo/disease/diseaseDetail.do?contentId=31990,https://www.amc.seoul.kr/asan/file/imageView.do?fileId=F000000004441,"근육긴장, 사경, 삼키기 곤란, 근육경련, 눈꺼풀의 떨림, 근육의 뒤틀림, 근육강직, 언어장애","SS000615,SS000351,SS000352,SS000736,SS000179,SS000617,SS000614,SS000306","뇌졸중, 윌슨병, 헌팅톤 병, 선천성 사경","30518,32424,32371,31991",신경과,"근긴장이상,근긴장이상장애,근긴장이상증,근긴장장애,근육긴장장애,디스토니아,디스토니아병,디스토니아장애,디스토니아질환,근육긴장이상"
32654,금단 현상(Withdrawal Phenomenon),https://www.amc.seoul.kr/asan/healthinfo/disease/diseaseDetail.do?contentId=32654,https://www.amc.seoul.kr/asan/file/imageView.do?fileId=F000000004010,"기운없음, 복시, 손떨림, 고혈압, 서맥, 우울, 환청, 환각, 두통, 불면증, 불안, 청색증, 저혈압","SS000621,SS000195,SS000500,SS000602,SS000878,SS000114,SS000157,SS000153,SS000284,SS000080,SS000081,SS000834,SS000702","불면증, 인터넷 중독, 알코올 의존성, 불안 장애, 행동 및 충동 장애, 소화불량, 우울증","31586,31907,31577,31582,31873,32041,31581",정신건강의학과,"withdrawal symptoms,금단증상"
31912,기면증(Narcolepsy),https://www.amc.seoul.kr/asan/healthinfo/disease/diseaseDetail.do?contentId=31912,https://www.amc.seoul.kr/asan/file/imageView.do?fileId=F000000004438,"낮 시간대의 졸음, 입수면기의 환각, 수면 마비, 탈력발작","SS000272,SS000128,SS000666,SS000717","수면 장애, 수면 무호흡증, 뇌전증","31891,31880,30519","신경과, 
																정신건강의학과","기면발작,기면발작증,기면병,발작수면,수면발작,수면발작증,수면병"
31902,기분부전증(Dysthymia),https://www.amc.seoul.kr/asan/healthinfo/disease/diseaseDetail.do?contentId=31902,https://www.amc.seoul.kr/asan/file/imageView.do?fileId=F000000004454,"낮은 자존감, 에너지가 적음, 피부 긴장도 저하, 우유부단함, 비관주의","SS000065,SS000681,SS000844,SS000115,SS000082",우울증,31581,"정신건강의학과, 
																소아정신건강의학과","기분부전장애,만성우울증"
32749,기억상실증(amnesia),https://www.amc.seoul.kr/asan/healthinfo/disease/diseaseDetail.do?contentId=32749,https://www.amc.seoul.kr/asan/file/imageView.do?fileId=F000000003810,"기억장애, 초조함, 불안, 흥분, 건망증, 감정 변화","SS000269,SS000144,SS000081,SS000733,SS000266,SS000057","외상성 치매, 해리 장애, 경미한 인지장애, 치매, 혈관성 치매, 저혈당증, 알츠하이머병","32619,31899,32003,31575,32001,31602,31999",신경과,"기억상실,단기기억상실,단기기억상실증"
31904,길랑-바레 증후군(Guillain-Barre Syndrome),https://www.amc.seoul.kr/asan/healthinfo/disease/diseaseDetail.do?contentId=31904,https://www.amc.seoul.kr/asan/file/imageView.do?fileId=F000000003879,"안면마비, 호흡곤란, 배뇨장애, 삼키기 곤란, 감각 이상, 가슴 두근거림, 다리 통증, 복시","SS000303,SS000908,SS000010,SS000352,SS000593,SS000861,SS000234,SS000195","폐렴, 식중독, 위염, 대상포진, 상기도 감염","31631,32324,31330,31541,31816",신경과,"polyneuritis,polyradiculo-neuropathy,갈리안바레 증후군,급성 염증성 탈수초성 다발성 신경병증,급성 특발성 다발성 근신경염,길랭-바레증후군,길렝-바레 증후군,다발성 척수신경증"
31901,난독증(Dyslexia),https://www.amc.seoul.kr/asan/healthinfo/disease/diseaseDetail.do?contentId=31901,https://www.amc.seoul.kr/asan/file/imageView.do?fileId=F000000004539,"읽기,쓰기 능력 부족",SS000126,"주의력결핍 과잉행동장애, 성인 주의력 결핍 과잉행동장애","31886,33888",정신건강의학과,"congenital word-blindness,독서불능증,발달성 단어맹,발달적 독서 불능증,선천성 단어맹,실독증,읽기장애"
30516,뇌 동정맥 기형(Cerebral arteriovenous malformation),https://www.amc.seoul.kr/asan/healthinfo/disease/diseaseDetail.do?contentId=30516,https://www.amc.seoul.kr/asan/file/imageView.do?fileId=F000000004111,"뇌전증 발작, 편두통, 두통, 뇌출혈, 박동성 통증","SS000591,SS000333,SS000284,SS000282,SS000293","뇌졸중, 뇌경색, 자발성 두개강 내 출혈","30518,31996,30517","신경외과, 
																소아신경외과","cerebral arteriovenous malformation,뇌동정맥기형,뇌의 동정맥 기형,선천성 뇌혈관 기형,뇌혈관 기형"
31996,뇌경색(Cerebral infarction),https://www.amc.seoul.kr/asan/healthinfo/disease/diseaseDetail.do?contentId=31996,https://www.amc.seoul.kr/asan/file/imageView.do?fileId=F000000004204,"의식 변화, 반신마비, 시야장애, 언어장애, 어지러움","SS000319,SS000240,SS000206,SS000306,SS000737","일과성 뇌허혈증, 뇌졸중","31995,30518","신경과, 
																신경외과, 
																재활의학과, 
																정신건강의학과, 
																소아신경과","ischemic stroke,경색성 뇌졸중,뇌경색증,뇌색전증,뇌혈전증,허혈성 뇌졸증"
33710,뇌농양(Brain abscess),https://www.amc.seoul.kr/asan/healthinfo/disease/diseaseDetail.do?contentId=33710,https://www.amc.seoul.kr/asan/file/imageView.do?fileId=F000000003650,"오심, 성격의변화, 두통, 열, 경련, 구토","SS000416,SS000093,SS000284,SS000684,SS000598,SS000386","바이러스성 뇌수막염, 박테리아성 뇌수막염, 심내막염, 양성 뇌종양, 만성 중이염, 뇌종양, 급성 중이염, 부비동염","31721,31723,32143,30499,31953,30490,32178,31530","감염내과, 
																신경외과",
